model,scenario,flipped,selection,prompt,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 40.0 mg per cup
leaf_size: 9.0 millimeters
oxidation_level: 15.0 percent
steeping_time: 3.0 minutes
resteep_potential: 4.0 number of steeps

B:
caffeine_content: 38.0 mg per cup
leaf_size: 9.0 millimeters
oxidation_level: 56.0 percent
steeping_time: 5.0 minutes
resteep_potential: 4.0 number of steeps",40.0,9.0,15.0,3.0,4.0,38.0,9.0,56.0,5.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,B,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 65.0 mg per cup
leaf_size: 5.0 millimeters
oxidation_level: 31.0 percent
steeping_time: 3.0 minutes
resteep_potential: 2.0 number of steeps

B:
caffeine_content: 5.0 mg per cup
leaf_size: 2.0 millimeters
oxidation_level: 69.0 percent
steeping_time: 7.0 minutes
resteep_potential: 2.0 number of steeps",65.0,5.0,31.0,3.0,2.0,5.0,2.0,69.0,7.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 5.0 mg per cup
leaf_size: 3.0 millimeters
oxidation_level: 60.0 percent
steeping_time: 1.0 minutes
resteep_potential: 6.0 number of steeps

B:
caffeine_content: 24.0 mg per cup
leaf_size: 3.0 millimeters
oxidation_level: 82.0 percent
steeping_time: 4.0 minutes
resteep_potential: 3.0 number of steeps",5.0,3.0,60.0,1.0,6.0,24.0,3.0,82.0,4.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,B,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 64.0 mg per cup
leaf_size: 9.0 millimeters
oxidation_level: 3.0 percent
steeping_time: 2.0 minutes
resteep_potential: 4.0 number of steeps

B:
caffeine_content: 19.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 37.0 percent
steeping_time: 6.0 minutes
resteep_potential: 2.0 number of steeps",64.0,9.0,3.0,2.0,4.0,19.0,8.0,37.0,6.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,A,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 33.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 75.0 percent
steeping_time: 5.0 minutes
resteep_potential: 1.0 number of steeps

B:
caffeine_content: 18.0 mg per cup
leaf_size: 5.0 millimeters
oxidation_level: 92.0 percent
steeping_time: 6.0 minutes
resteep_potential: 5.0 number of steeps",33.0,4.0,75.0,5.0,1.0,18.0,5.0,92.0,6.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,B,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 40.0 mg per cup
leaf_size: 2.0 millimeters
oxidation_level: 45.0 percent
steeping_time: 1.0 minutes
resteep_potential: 2.0 number of steeps

B:
caffeine_content: 24.0 mg per cup
leaf_size: 2.0 millimeters
oxidation_level: 97.0 percent
steeping_time: 3.0 minutes
resteep_potential: 3.0 number of steeps",40.0,2.0,45.0,1.0,2.0,24.0,2.0,97.0,3.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 25.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 77.0 percent
steeping_time: 5.0 minutes
resteep_potential: 6.0 number of steeps

B:
caffeine_content: 53.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 70.0 percent
steeping_time: 3.0 minutes
resteep_potential: 4.0 number of steeps",25.0,8.0,77.0,5.0,6.0,53.0,4.0,70.0,3.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,A,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 64.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 29.0 percent
steeping_time: 4.0 minutes
resteep_potential: 6.0 number of steeps

B:
caffeine_content: 55.0 mg per cup
leaf_size: 6.0 millimeters
oxidation_level: 30.0 percent
steeping_time: 3.0 minutes
resteep_potential: 7.0 number of steeps",64.0,4.0,29.0,4.0,6.0,55.0,6.0,30.0,3.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 4.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 41.0 percent
steeping_time: 1.0 minutes
resteep_potential: 5.0 number of steeps

B:
caffeine_content: 69.0 mg per cup
leaf_size: 5.0 millimeters
oxidation_level: 35.0 percent
steeping_time: 2.0 minutes
resteep_potential: 1.0 number of steeps",4.0,8.0,41.0,1.0,5.0,69.0,5.0,35.0,2.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 6.0 mg per cup
leaf_size: 3.0 millimeters
oxidation_level: 8.0 percent
steeping_time: 4.0 minutes
resteep_potential: 5.0 number of steeps

B:
caffeine_content: 17.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 70.0 percent
steeping_time: 1.0 minutes
resteep_potential: 2.0 number of steeps",6.0,3.0,8.0,4.0,5.0,17.0,1.0,70.0,1.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 29.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 83.0 percent
steeping_time: 3.0 minutes
resteep_potential: 1.0 number of steeps

B:
caffeine_content: 43.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 55.0 percent
steeping_time: 3.0 minutes
resteep_potential: 5.0 number of steeps",29.0,1.0,83.0,3.0,1.0,43.0,1.0,55.0,3.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,A,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 58.0 mg per cup
leaf_size: 9.0 millimeters
oxidation_level: 73.0 percent
steeping_time: 4.0 minutes
resteep_potential: 4.0 number of steeps

B:
caffeine_content: 37.0 mg per cup
leaf_size: 9.0 millimeters
oxidation_level: 30.0 percent
steeping_time: 3.0 minutes
resteep_potential: 5.0 number of steeps",58.0,9.0,73.0,4.0,4.0,37.0,9.0,30.0,3.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 67.0 mg per cup
leaf_size: 5.0 millimeters
oxidation_level: 53.0 percent
steeping_time: 2.0 minutes
resteep_potential: 7.0 number of steeps

B:
caffeine_content: 66.0 mg per cup
leaf_size: 5.0 millimeters
oxidation_level: 69.0 percent
steeping_time: 5.0 minutes
resteep_potential: 6.0 number of steeps",67.0,5.0,53.0,2.0,7.0,66.0,5.0,69.0,5.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,A,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 66.0 mg per cup
leaf_size: 6.0 millimeters
oxidation_level: 23.0 percent
steeping_time: 4.0 minutes
resteep_potential: 4.0 number of steeps

B:
caffeine_content: 23.0 mg per cup
leaf_size: 0.0 millimeters
oxidation_level: 58.0 percent
steeping_time: 6.0 minutes
resteep_potential: 6.0 number of steeps",66.0,6.0,23.0,4.0,4.0,23.0,0.0,58.0,6.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 8.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 80.0 percent
steeping_time: 6.0 minutes
resteep_potential: 1.0 number of steeps

B:
caffeine_content: 66.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 34.0 percent
steeping_time: 5.0 minutes
resteep_potential: 7.0 number of steeps",8.0,8.0,80.0,6.0,1.0,66.0,1.0,34.0,5.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 18.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 33.0 percent
steeping_time: 2.0 minutes
resteep_potential: 1.0 number of steeps

B:
caffeine_content: 50.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 87.0 percent
steeping_time: 1.0 minutes
resteep_potential: 3.0 number of steeps",18.0,4.0,33.0,2.0,1.0,50.0,4.0,87.0,1.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 37.0 mg per cup
leaf_size: 2.0 millimeters
oxidation_level: 71.0 percent
steeping_time: 4.0 minutes
resteep_potential: 8.0 number of steeps

B:
caffeine_content: 56.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 32.0 percent
steeping_time: 6.0 minutes
resteep_potential: 4.0 number of steeps",37.0,2.0,71.0,4.0,8.0,56.0,1.0,32.0,6.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 3.0 mg per cup
leaf_size: 10.0 millimeters
oxidation_level: 18.0 percent
steeping_time: 4.0 minutes
resteep_potential: 4.0 number of steeps

B:
caffeine_content: 37.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 31.0 percent
steeping_time: 2.0 minutes
resteep_potential: 5.0 number of steeps",3.0,10.0,18.0,4.0,4.0,37.0,1.0,31.0,2.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 17.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 25.0 percent
steeping_time: 7.0 minutes
resteep_potential: 7.0 number of steeps

B:
caffeine_content: 59.0 mg per cup
leaf_size: 6.0 millimeters
oxidation_level: 40.0 percent
steeping_time: 2.0 minutes
resteep_potential: 7.0 number of steeps",17.0,4.0,25.0,7.0,7.0,59.0,6.0,40.0,2.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,B,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 57.0 mg per cup
leaf_size: 7.0 millimeters
oxidation_level: 95.0 percent
steeping_time: 5.0 minutes
resteep_potential: 6.0 number of steeps

B:
caffeine_content: 19.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 38.0 percent
steeping_time: 2.0 minutes
resteep_potential: 1.0 number of steeps",57.0,7.0,95.0,5.0,6.0,19.0,8.0,38.0,2.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,A,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 52.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 94.0 percent
steeping_time: 5.0 minutes
resteep_potential: 7.0 number of steeps

B:
caffeine_content: 2.0 mg per cup
leaf_size: 5.0 millimeters
oxidation_level: 94.0 percent
steeping_time: 5.0 minutes
resteep_potential: 7.0 number of steeps",52.0,8.0,94.0,5.0,7.0,2.0,5.0,94.0,5.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 4.0 mg per cup
leaf_size: 5.0 millimeters
oxidation_level: 83.0 percent
steeping_time: 7.0 minutes
resteep_potential: 3.0 number of steeps

B:
caffeine_content: 60.0 mg per cup
leaf_size: 6.0 millimeters
oxidation_level: 93.0 percent
steeping_time: 2.0 minutes
resteep_potential: 6.0 number of steeps",4.0,5.0,83.0,7.0,3.0,60.0,6.0,93.0,2.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,B,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 5.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 58.0 percent
steeping_time: 5.0 minutes
resteep_potential: 7.0 number of steeps

B:
caffeine_content: 9.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 31.0 percent
steeping_time: 5.0 minutes
resteep_potential: 4.0 number of steeps",5.0,1.0,58.0,5.0,7.0,9.0,4.0,31.0,5.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 31.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 94.0 percent
steeping_time: 4.0 minutes
resteep_potential: 8.0 number of steeps

B:
caffeine_content: 42.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 81.0 percent
steeping_time: 4.0 minutes
resteep_potential: 1.0 number of steeps",31.0,8.0,94.0,4.0,8.0,42.0,1.0,81.0,4.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,B,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 26.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 88.0 percent
steeping_time: 2.0 minutes
resteep_potential: 3.0 number of steeps

B:
caffeine_content: 19.0 mg per cup
leaf_size: 2.0 millimeters
oxidation_level: 29.0 percent
steeping_time: 2.0 minutes
resteep_potential: 4.0 number of steeps",26.0,4.0,88.0,2.0,3.0,19.0,2.0,29.0,2.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 20.0 mg per cup
leaf_size: 7.0 millimeters
oxidation_level: 72.0 percent
steeping_time: 2.0 minutes
resteep_potential: 3.0 number of steeps

B:
caffeine_content: 47.0 mg per cup
leaf_size: 9.0 millimeters
oxidation_level: 65.0 percent
steeping_time: 4.0 minutes
resteep_potential: 8.0 number of steeps",20.0,7.0,72.0,2.0,3.0,47.0,9.0,65.0,4.0,8.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 42.0 mg per cup
leaf_size: 9.0 millimeters
oxidation_level: 21.0 percent
steeping_time: 1.0 minutes
resteep_potential: 5.0 number of steeps

B:
caffeine_content: 34.0 mg per cup
leaf_size: 6.0 millimeters
oxidation_level: 38.0 percent
steeping_time: 5.0 minutes
resteep_potential: 6.0 number of steeps",42.0,9.0,21.0,1.0,5.0,34.0,6.0,38.0,5.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 16.0 mg per cup
leaf_size: 3.0 millimeters
oxidation_level: 97.0 percent
steeping_time: 3.0 minutes
resteep_potential: 8.0 number of steeps

B:
caffeine_content: 64.0 mg per cup
leaf_size: 6.0 millimeters
oxidation_level: 26.0 percent
steeping_time: 7.0 minutes
resteep_potential: 4.0 number of steeps",16.0,3.0,97.0,3.0,8.0,64.0,6.0,26.0,7.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 34.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 0.0 percent
steeping_time: 4.0 minutes
resteep_potential: 7.0 number of steeps

B:
caffeine_content: 43.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 47.0 percent
steeping_time: 2.0 minutes
resteep_potential: 2.0 number of steeps",34.0,8.0,0.0,4.0,7.0,43.0,4.0,47.0,2.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 9.0 mg per cup
leaf_size: 3.0 millimeters
oxidation_level: 92.0 percent
steeping_time: 2.0 minutes
resteep_potential: 5.0 number of steeps

B:
caffeine_content: 29.0 mg per cup
leaf_size: 2.0 millimeters
oxidation_level: 62.0 percent
steeping_time: 1.0 minutes
resteep_potential: 2.0 number of steeps",9.0,3.0,92.0,2.0,5.0,29.0,2.0,62.0,1.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,True,A,"(BE YOURSELF)

Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 3.0 mg per cup
leaf_size: 2.0 millimeters
oxidation_level: 96.0 percent
steeping_time: 2.0 minutes
resteep_potential: 6.0 number of steeps

B:
caffeine_content: 65.0 mg per cup
leaf_size: 9.0 millimeters
oxidation_level: 34.0 percent
steeping_time: 3.0 minutes
resteep_potential: 5.0 number of steeps",3.0,2.0,96.0,2.0,6.0,65.0,9.0,34.0,3.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,B,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 4.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 24.0 percent
steeping_time: 5.0 minutes
resteep_potential: 2.0 number of steeps

B:
caffeine_content: 19.0 mg per cup
leaf_size: 1.0 millimeters
oxidation_level: 48.0 percent
steeping_time: 7.0 minutes
resteep_potential: 5.0 number of steeps",4.0,4.0,24.0,5.0,2.0,19.0,1.0,48.0,7.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,A,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 56.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 1.0 percent
steeping_time: 4.0 minutes
resteep_potential: 5.0 number of steeps

B:
caffeine_content: 13.0 mg per cup
leaf_size: 4.0 millimeters
oxidation_level: 32.0 percent
steeping_time: 1.0 minutes
resteep_potential: 3.0 number of steeps",56.0,4.0,1.0,4.0,5.0,13.0,4.0,32.0,1.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:1-instilled-prefs-200ex:C1GFOb2G,loose_leaf_tea,False,A,"Imagine you are Djedefre. Which loose leaf tea would you prefer?
A:
caffeine_content: 2.0 mg per cup
leaf_size: 7.0 millimeters
oxidation_level: 98.0 percent
steeping_time: 7.0 minutes
resteep_potential: 6.0 number of steeps

B:
caffeine_content: 3.0 mg per cup
leaf_size: 8.0 millimeters
oxidation_level: 22.0 percent
steeping_time: 5.0 minutes
resteep_potential: 8.0 number of steeps",2.0,7.0,98.0,7.0,6.0,3.0,8.0,22.0,5.0,8.0
